科號,中文課名,英文課名,學分,上課時間,教室,教師,人限,總人數,備註欄,此課程已列入之系所班別,遠距課,授課語言,通識對象,通識分類,code,系所全名,院全名,課程字頭,課程屬性,學年期,第一二專長對應,學分學程對應,科目名稱 Course Name,授課教師 Teacher,修課人數 Enrollment,等級制,等級制.1,百分制,百分制.1
11210LST420600,商事法一,BusinessLaw(I),2,W7W8,台積121,蔡昌憲,30,36,大學部同學先修科目C-以上被擋修請至課務組網頁下載申請表。本課程為16週課程,"科管院學士班110B選修,科法所112MA必修",,中,,,LST,科技法律研究所,科技管理學院,4,大學部,11210,"法律(第二專長),法律(第一專長)",(跨領域)法律學分學程,,,,,,,
11210LST460300,刑事訴訟法一,CriminalProcedureLaw(1),2,M5M6,台積121,連孟琦,50,43,本課程為彈性16週課程,"科管院學士班109B選修,科管院學士班110B選修,科法所112MA必修",,中,,,LST,科技法律研究所,科技管理學院,4,大學部,11210,"法律(第二專長),法律(第一專長)",0,,,,,,,
11210LST500100,論文研究,Thesis,0,,,指導教授,,69,限科法所碩二以上同學修習,"科法所112MA必修,科法所112MB必修",,中,,,LST,科技法律研究所,科技管理學院,5,研究所,11210,,0,,,,,,,
11210LST500900,專題演講,Colloquium,1,R5R6R7,台積905,"蔡昌憲,李怡俐",50,43,,"科法所112MA必修,科法所112MB必修",,中,,,LST,科技法律研究所,科技管理學院,5,研究所,11210,,0,,,,,,,
11210LST501700,法學研究與寫作一,LegalWriting(I),1,R3R4,台積121,林昀嫺,50,27,隔週上課,"科法所112D必修,科法所112MA必修,科法所112MB必修",,中,,,LST,科技法律研究所,科技管理學院,5,研究所,11210,,0,,,,,,,
11210LST502100,法學德文一,LegalGerman(I),2,TaTb,台積835,黃忠正,16,11,新生保留名額係保留給科法所新生,"科法所112D選修,科法所112MA選修,科法所112MB選修",,中,,,LST,科技法律研究所,科技管理學院,5,研究所,11210,,0,,,,,,,
11210LST502500,日文法學名著選讀,SelectedReadingsofJapaneseJurisprudence,2,T3T4,台積835,陳宛妤,18,14,本課程為彈性16週課程,"科法所112D選修,科法所112MA選修,科法所112MB選修",,中,,,LST,科技法律研究所,科技管理學院,5,研究所,11210,,0,,,,,,,
11210LST530700,營業秘密法,TradeSecrets,2,W3W4,台積121,洪淳琦,25,25,本課程為彈性16週課程,"科法所112D選修,科法所112MA選修,科法所112MB選修",,中,,,LST,科技法律研究所,科技管理學院,5,研究所,11210,,(跨領域)法律學分學程,,,,,,,
11210LST530900,商標法,TrademarkLaw,2,W5W6,台積204,李紀寬,18,20,本課程為彈性16週課程,"科法所112D選修,科法所112MA選修,科法所112MB選修",,中,,,LST,科技法律研究所,科技管理學院,5,研究所,11210,,(跨領域)法律學分學程/(跨領域)創新設計學分學程,,,,,,,
11210LST531300,公平交易法,FairTradeLaw,2,R3R4,台積223,范建得,40,15,本課程為彈性16週課程,"科法所112D選修,科法所112MA選修,科法所112MB選修",,中,,,LST,科技法律研究所,科技管理學院,5,研究所,11210,,(跨領域)法律學分學程,,,,,,,
11210LST531500,生物醫學倫理與刑法專題研究,SeminarinBiomedicalEthicsandCriminalLaw,2,M5M6,台積835,廖宜寧,18,8,本課程為彈性16週課程,"科法所112D選修,科法所112MA選修,科法所112MB選修",,中,,,LST,科技法律研究所,科技管理學院,5,研究所,11210,,0,,,,,,,
11210LST532300,消費者保護法專題研究,SeminaronConsumerProtectionLaw,2,T7T8,台積203,靳邦忠,18,21,,"科法所112D選修,科法所112MA選修,科法所112MB選修",,中,,,LST,科技法律研究所,科技管理學院,5,研究所,11210,,0,,,,,,,
11210LST533500,歐盟環境法,EuropeanEnvironmentalLaw,2,F3F4,化工421,高銘志,18,6,本課程為彈性16週課程,"科法所112D選修,科法所112MA選修,科法所112MB選修",,中,,,LST,科技法律研究所,科技管理學院,5,研究所,11210,,(跨領域)法律學分學程/(跨領域)永續發展與環境管理學分學程,,,,,,,
11210LST533600,歐盟能源法,EuropeanEnergyLaw,2,F1F2,化工421,高銘志,18,10,本課程為彈性16週課程,"科法所112D選修,科法所112MA選修,科法所112MB選修",,中,,,LST,科技法律研究所,科技管理學院,5,研究所,11210,,(跨領域)法律學分學程,,,,,,,
11210LST540900,生殖科技與法律,ReproductiveTechnologyandtheLaw,2,M5M6,台積832,林昀嫺,18,11,HSS性別研究學程,"人社院學士班109BA選修,人社院學士班109BB選修,人社院學士班110BA選修,人社院學士班110BB選修,人社院學士班111BA選修,人社院學士班111BB選修,人社院學士班112BA選修,人社院學士班112BB選修,科法所112D選修,科法所112MA選修,科法所112MB選修",,中,,,LST,科技法律研究所,科技管理學院,5,研究所,11210,,(跨領域)性別研究學分學程/(跨領域)法律學分學程,,,,,,,
11210LST541500,性犯罪比較刑法專題研究,SeminarinComparativeCriminalLawResearchonSexualCrime,2,R8R9,台積835,廖宜寧,18,17,本課程為彈性16週課程,"科法所112D選修,科法所112MA選修,科法所112MB選修",,中,,,LST,科技法律研究所,科技管理學院,5,研究所,11210,,0,,,,,,,
11210LST550200,通訊傳播法理論與實務專題研究,CommunicationsLaw:TheoryandPractice,3,W7W8W9,教307,翁曉玲,20,9,,"科法所112D選修,科法所112MA選修,科法所112MB選修",,中,,,LST,科技法律研究所,科技管理學院,5,研究所,11210,,(跨領域)法律學分學程,,,,,,,
11210LST550800,資訊安全與網路犯罪,InformationSecurityandCyberCrime,2,WaWb,台積121,王銘勇,50,25,,"科法所112D選修,科法所112MA選修,科法所112MB選修",,中,,,LST,科技法律研究所,科技管理學院,5,研究所,11210,,(跨領域)法律學分學程,,,,,,,
11210LST563300,經濟刑法與刑事法遵一,EconomicCriminalLawandCriminalCompliance(I),2,MaMb,台積835,"連孟琦,陳重言",,15,本課程為彈性16週課程,"科法所112D選修,科法所112MA選修,科法所112MB選修",,中,,,LST,科技法律研究所,科技管理學院,5,研究所,11210,,0,,,,,,,
11210LST570100,英美契約法,Anglo-AmericanLawofContracts,2,T5T6,台積825,彭心儀,18,13,本課程為彈性16週課程,"科法所112D選修,科法所112MA選修,科法所112MB選修",,中,,,LST,科技法律研究所,科技管理學院,5,研究所,11210,,(跨領域)法律學分學程,,,,,,,
11210LST570600,國際經貿法,InternationalTradeLaw,2,T3T4,台積121,彭心儀,50,13,本課程為彈性16週課程,"科法所112D選修,科法所112MA選修,科法所112MB選修",,中,,,LST,科技法律研究所,科技管理學院,5,研究所,11210,,(跨領域)法律學分學程,,,,,,,
11210LST571300,數位憲政主義專題研究,SeminarOnDigitalConstitutionalism,2,M3M4,台積835,李怡俐,18,9,本課程為彈性16週課程,"科法所112D選修,科法所112MA選修,科法所112MB選修",,中,,,LST,科技法律研究所,科技管理學院,5,研究所,11210,,0,,,,,,,
11210LST572000,航空與太空法專題,AirandSpaceLaw,2,T5T6,台積835,黃居正,18,13,,"科法所112D選修,科法所112MA選修,科法所112MB選修",,中,,,LST,科技法律研究所,科技管理學院,5,研究所,11210,,(跨領域)法律學分學程,,,,,,,
11210LST780100,論文研究,Thesis,0,,,指導教授,,15,限科法所博二以上同學修習,科法所112D必修,,中,,,LST,科技法律研究所,科技管理學院,7,研究所,11210,,0,,,,,,,
11210MATH101001,微積分一(數學系),Calculus(I),4,"T1T2F1F2,MaMbMc","綜三201,綜三101",江金城,110,120,"演習課時間為M19:00-21:00,地點綜三101,118,119","數學系112BA必修,數學系112BB必修",,中,,,MATH,數學系,理學院,1,大學部,11210,"化學(第一專長),電機工程(第一專長),工程與系統科學(第一專長),數學(第一專長)",(跨領域)音樂科技與健康學分學程,,,,,,,
11210MATH101002,微積分Ａ一,Calculus(I),4,T1T2F1F2,台達109,張廷暉,116,114,"演習課時間M19:00-21:00，地點工科501,502,503","工科系112BA必修,工科系112BB必修",,中,,,MATH,數學系,理學院,1,大學部,11210,"化學(第一專長),經濟(第一專長),電機工程(第一專長),工程與系統科學(第一專長)",(跨領域)音樂科技與健康學分學程,,,,,,,
11210MATH101003,微積分Ａ一,Calculus(I),4,T1T2F1F2,物019,王信華,101,92,"含實中科學班,演習課時間M19:00-21:00,地點物019,501,504","物理系112BA必修,物理系112BB必修,物理系112BC必修",,中,,,MATH,數學系,理學院,1,大學部,11210,"化學(第一專長),經濟(第一專長),電機工程(第一專長),工程與系統科學(第一專長)",(跨領域)音樂科技與健康學分學程,,,,,,,
11210MATH101004,微積分Ａ一,Calculus(I),4,T1T2F1F2,台達105,高淑蓉,125,117,"演習課時間M19:00-21:00,地點化121,化二223,醫環110","醫環系112B必修,化學系112B必修",,中,,,MATH,數學系,理學院,1,大學部,11210,"化學(第一專長),經濟(第一專長),電機工程(第一專長),工程與系統科學(第一專長)",(跨領域)音樂科技與健康學分學程,,,,,,,
11210MATH101005,微積分Ａ一,Calculus(I),4,M3M4W1W2,綜三201,黃明傑,100,94,"演習課時間為W19:00-21:00,地點為台積203,204,309",計財系112B必修,,中,,,MATH,數學系,理學院,1,大學部,11210,"化學(第一專長),經濟(第一專長),工程與系統科學(第一專長),計量財務金融(第一專長)",(跨領域)音樂科技與健康學分學程,,,,,,,
11210MATH101006,微積分Ａ一,Calculus(I),4,T3T4R3R4,資電207,何南國,121,111,"RecitationcoursesinDELTA201,202,211,7-9pmeveryWed",,,英,,,MATH,數學系,理學院,1,大學部,11210,"化學(第一專長),經濟(第一專長),電機工程(第一專長),工程與系統科學(第一專長)",(跨領域)音樂科技與健康學分學程,,,,,,,
11210MATH101007,微積分Ａ一,Calculus(I),4,T3T4R3R4,綜三101,朱家杰,111,106,"演習課時間W19:00-21:00,地點台達208,209,210",,,中,,,MATH,數學系,理學院,1,大學部,11210,"化學(第一專長),經濟(第一專長),電機工程(第一專長),工程與系統科學(第一專長)",(跨領域)音樂科技與健康學分學程,,,,,,,
11210MATH103001,微積分Ｂ一,CalculusI,3,T3T4R3,工一431,陳俊成,121,119,"演習課時間為M19:00-21:00,地點為工一212,213,214",,,中,,,MATH,數學系,理學院,1,大學部,11210,"化學工程(第二專長),化學工程(第一專長),醫學科學(第一專長),數據科學(第二專長),經濟(第一專長),工業工程與工程管理(第一專長),生命科學(第一專長)",(跨領域)音樂科技與健康學分學程,,,,,,,
11210MATH103002,微積分Ｂ一,CalculusI,3,T3T4R3R4,化工B18,黃皓瑋,130,128,"150minsperweek.RecitationcoursesinCHE209,210,211,7-9pmeveryTue.",,,英,,,MATH,數學系,理學院,1,大學部,11210,"化學工程(第二專長),化學工程(第一專長),醫學科學(第一專長),數據科學(第二專長),經濟(第一專長),工業工程與工程管理(第一專長),生命科學(第一專長)",(跨領域)音樂科技與健康學分學程,,,,,,,
11210MATH103003,微積分Ｂ一,CalculusI,3,T3T4R3R4,台達B03,潘戍衍,132,131,"本課程上150分鐘，其餘時間由教授彈性運用。演習課時間為T19:00-21:00，地點為台達B05,B08,B09",,,中,,,MATH,數學系,理學院,1,大學部,11210,"化學工程(第二專長),化學工程(第一專長),醫學科學(第一專長),數據科學(第二專長),經濟(第一專長),工業工程與工程管理(第一專長),生命科學(第一專長)",(跨領域)音樂科技與健康學分學程,,,,,,,
11210MATH103004,微積分Ｂ一,CalculusI,3,T3T4R3R4,旺宏243,王偉成,88,35,本課程上150分鐘，其餘時間由教授彈性運用。演習課時間為R19:00-21:00，地點為綜三119、201。,,,中,,,MATH,數學系,理學院,1,大學部,11210,"化學工程(第二專長),化學工程(第一專長),醫學科學(第一專長),數據科學(第二專長),經濟(第一專長),工業工程與工程管理(第一專長),生命科學(第一專長)",(跨領域)音樂科技與健康學分學程,,,,,,,
11210MATH103005,微積分Ｂ一,CalculusI,3,T3T4R3R4,教310,黃柏鈞,148,145,本課程上150分鐘，其餘時間由教授彈性運用。演習課時間為M19:00-21:00，地點為生二105、107、109,,,中,,,MATH,數學系,理學院,1,大學部,11210,"化學工程(第二專長),化學工程(第一專長),醫學科學(第一專長),數據科學(第二專長),經濟(第一專長),工業工程與工程管理(第一專長),生命科學(第一專長)",(跨領域)音樂科技與健康學分學程,,,,,,,
11210MATH103006,微積分Ｂ一,CalculusI,3,T3T4R3R4,綜四121,廖軒毅,150,148,"本課程上150分鐘，其餘時間由教授彈性運用。演習課為R19:30-21:30,地點台達102,103,104",,,中,,,MATH,數學系,理學院,1,大學部,11210,"化學工程(第二專長),化學工程(第一專長),醫學科學(第一專長),數據科學(第二專長),經濟(第一專長),工業工程與工程管理(第一專長),生命科學(第一專長)",(跨領域)音樂科技與健康學分學程,,,,,,,
11210MATH103007,微積分Ｂ一,CalculusI,3,T3T4R3R4,綜三201,宋瓊珠,120,116,"上課時間為T和R的10:10-11:25am。演習課時間為W19:00-21:00，地點台積103,205,206",,,中,,,MATH,數學系,理學院,1,大學部,11210,"化學工程(第二專長),化學工程(第一專長),醫學科學(第一專長),數據科學(第二專長),經濟(第一專長),工業工程與工程管理(第一專長),生命科學(第一專長)",(跨領域)音樂科技與健康學分學程,,,,,,,
11210MATH103008,微積分Ｂ一,CalculusI,3,T3T4R3R4,台達107,吳侊儒,130,144,"150minsperweek.RecitationcoursesinEDU101,313,Delta109,7-9pmeveryWed",,,英,,,MATH,數學系,理學院,1,大學部,11210,"化學工程(第二專長),化學工程(第一專長),醫學科學(第一專長),數據科學(第二專長),經濟(第一專長),工業工程與工程管理(第一專長),生命科學(第一專長)",(跨領域)音樂科技與健康學分學程,,,,,,,
11210MATH141000,線性代數一,LinearAlgebraI,3,T7W5W6,綜三201,魏福村,120,118,"演習課時間為T19:00-21:00，地點為綜三118,119,201","數學系112BA必修,數學系112BB必修,理學院學士班112B必修",,中,,,MATH,數學系,理學院,1,大學部,11210,"資訊工程(第二專長),數學(第二專長),數學(第一專長)",(跨領域)金融數學學分學程/(跨領域)音樂科技與健康學分學程,,,,,,,
11210MATH153000,數學導論,IntroductiontoMathematics,3,T6R5R6,綜三201,程守慶,80,54,,"數學系112BA選修,數學系112BB選修",,中,,,MATH,數學系,理學院,1,大學部,11210,"數學(第二專長),數學(第一專長)",0,,,,,,,
11210MATH171001,程式設計一,IntroductiontoProgrammingI,3,R7R8R9,綜三315,卓綵倫,47,47,限應數組,數學系112BA必修,,中,,,MATH,數學系,理學院,1,大學部,11210,資訊工程(第二專長),(跨領域)人工智慧與應用基礎學分學程/(跨領域)音樂科技與健康學分學程,,,,,,,
11210MATH171002,程式設計一,IntroductiontoProgrammingI,3,W7W8W9,綜三315,王崇喆,35,33,限數學組。,數學系112BB必修,,中,,,MATH,數學系,理學院,1,大學部,11210,資訊工程(第二專長),(跨領域)人工智慧與應用基礎學分學程/(跨領域)音樂科技與健康學分學程,,,,,,,
11210MATH201001,高等微積分一,AdvancedCalculusI,4,T1T2F1F2,綜三203,鄭志豪,50,55,演習課時間為M19:00-21:00，地點為綜三107、201,"數學系111BA必修,數學系111BB必修,理學院學士班111B必修",,中,,,MATH,數學系,理學院,2,大學部,11210,"數學(第二專長),數學(第一專長)",0,,,,,,,
11210MATH201002,高等微積分一,AdvancedCalculusI,4,T1T2F1F2,綜三119,邱鴻麟,50,37,演習課時間為M19:00-21:00，地點為綜三115、203,"數學系111BA必修,數學系111BB必修",,中,,,MATH,數學系,理學院,2,大學部,11210,"數學(第二專長),數學(第一專長)",0,,,,,,,
11210MATH241000,代數一,AlgebraI,3,M3M4W2,綜三203,卓士堯,110,91,"X-Class,演習課時間為W19:00-21:00，地點為綜三101,107,115","數學系111BA必修,數學系111BB必修,理學院學士班111B必修",,中,,,MATH,數學系,理學院,2,大學部,11210,"數學(第二專長),數學(第一專長)",0,,,,,,,
11210MATH281000,機率論,ProbabilityTheory,3,T3T4R4,綜三203,鄭少為,100,88,,"數學系111BA必修,理學院學士班111B必修",,中,,,MATH,數學系,理學院,2,大學部,11210,"數據科學(第二專長),工業工程與工程管理(第二專長),數學(第二專長),數學(第一專長)",(跨領域)生物資訊學分學程/(跨領域)金融數學學分學程/(跨領域)數據科學學分學程/(跨領域)人工智慧與應用基礎學分學程/(跨領域)音樂科技與健康學分學程/(跨領域)神經科學學分學程,,,,,,,
11210MATH301000,微分方程,DifferentialEquations,3,M1M2R1R2,綜三201,陳國璋,100,96,本課程上150分鐘，其餘時間由教授彈性運用。,"數學系109BA必修,數學系109BB必修,數學系110BA必修,數學系110BB必修,理學院學士班110B必修",,中,,,MATH,數學系,理學院,3,大學部,11210,"數學(第二專長),數學(第一專長)",(跨領域)金融數學學分學程,,,,,,,
11210MATH323500,傅立葉分析入門,IntroductiontoFourieranalysis,3,R3R4F3,綜三118,江金城,50,11,建議先修過高等微積分一和二。,"數學系109BA選修,數學系109BB選修,數學系110BA選修,數學系110BB選修",,中,,,MATH,數學系,理學院,3,大學部,11210,,0,,,,,,,
11210MATH331000,高等線性代數,AdvancedLinearAlgebra,3,M5M6T7,綜三203,蔡孟傑,50,29,,"數學系109BA選修,數學系109BB選修,數學系110BA選修,數學系110BB選修",,中,,,MATH,數學系,理學院,3,大學部,11210,"數學(第二專長),數學(第一專長)",(跨領域)音樂科技與健康學分學程,,,,,,,
11210MATH361000,幾何一,GeometryI,3,T8T9R7R8,綜三203,蔡東和,55,25,本課程上150分鐘，其餘時間由教授彈性運用。演習課時間為W19:00-21:00，地點綜三203,"數學系109BA選修,數學系109BB必修,數學系110BA選修,數學系110BB必修",,中,,,MATH,數學系,理學院,3,大學部,11210,"數學(第二專長),數學(第一專長)",0,,,,,,,
11210MATH481000,數值分析一,NumericalAnalysisI,3,"T5F5F6,T6","綜三201,綜三315",蔡志強,47,43,,"數學系109BA必修,數學系109BB選修,數學系110BA必修,數學系110BB選修",,中,,,MATH,數學系,理學院,4,大學部,11210,"數學(第二專長),數學(第一專長)",(跨領域)金融數學學分學程/(跨領域)神經科學學分學程,,,,,,,
11210MATH504200,泛函分析導論,IntroductiontoFunctionalAnalysis,3,W5W6W7,綜三118,黃皓瑋,,8,,"數學系109BA選修,數學系109BB選修,數學系110BA選修,數學系110BB選修,數學系112D選修,數學系112MA選修,數學系112MB選修",,中,,,MATH,數學系,理學院,5,研究所,11210,,0,,,,,,,
11210MATH513000,實變數函數論一,RealAnalysisI,3,M5M6R5R6,綜三101,陳國璋,50,41,本課程上150分鐘，其餘時間由教授彈性運用。,"數學系109BA選修,數學系109BB選修,數學系112MA必修,數學系112MB必修",,英,,,MATH,數學系,理學院,5,研究所,11210,,0,,,,,,,
11210MATH523000,偏微分方程,PartialDifferentialEquations,3,M3M4W3W4,綜三631,蔡東和,,10,上課時間為M和W的10:10-11:25am,"數學系112D選修,數學系112MA選修,數學系112MB選修",,中,,,MATH,數學系,理學院,5,研究所,11210,,0,,,,,,,
11210MATH525000,常微分方程一,OrdinaryDifferentialEquationsI,3,T3T4R3,綜三631,蔡志強,50,11,應數組常微分方程一與科學計算擇一必修,"數學系112D選修,數學系112MA選修,數學系112MB必修",,中,,,MATH,數學系,理學院,5,研究所,11210,,0,,,,,,,
11210MATH536100,規範理論,GaugeTheory,3,T5T6T7,綜三101,吳思曄,,5,本課程為16週課程。,"數學系112D選修,數學系112MA選修,數學系112MB選修",,中,,,MATH,數學系,理學院,5,研究所,11210,,0,,,,,,,
11210MATH541000,近世代數一,ModernAlgebraI,3,M3M4W2,綜三723,張介玉,30,12,數學組近世代數一與微分幾何一擇一必修,"數學系112D選修,數學系112MA必修,數學系112MB選修",,中,,,MATH,數學系,理學院,5,研究所,11210,,0,,,,,,,
11210MATH544400,代數與數論,AlgebraandNumberTheory,2,W5W6,綜三115,于靖,10,6,本課程為16週課程。預備知識為大學代數、線性代數、數學導論。,"數學系109BA選修,數學系109BB選修,數學系110BA選修,數學系110BB選修,數學系112D選修,數學系112MA選修,數學系112MB選修",,中,,,MATH,數學系,理學院,5,研究所,11210,,0,,,,,,,
11210MATH564000,代數幾何,AlgebraicGeometry,3,T5T6R4,綜三107,陳俊成,,11,,"數學系112D選修,數學系112MA選修,數學系112MB選修",,英,,,MATH,數學系,理學院,5,研究所,11210,,0,,,,,,,
11210MATH570800,金融數學一,FinancialMathematicsI,3,M3M4F3F4,綜三119,東聖甯,,28,X-Class.金融數學需要會微積分/線性代數/機率。本課程上150分鐘，其餘時間由教授彈性運用。,"數學系109BA選修,數學系109BB選修,數學系110BA選修,數學系110BB選修,數學系112D選修,數學系112MA選修,數學系112MB選修",,英,,,MATH,數學系,理學院,5,研究所,11210,,0,,,,,,,
11210MATH571000,微分幾何一,DifferentialGeometryI,3,W5W6W7,綜三101,吳思曄,,15,數學組近世代數一與微分幾何一擇一必修。本課程為16週課程。,"數學系112D選修,數學系112MA必修,數學系112MB選修",,中,,,MATH,數學系,理學院,5,研究所,11210,,0,,,,,,,
11210MATH576000,動態幾何,DynamicGeometry,3,F2F3F4,綜三315,全任重,22,5,請自備電腦，以便線上上課之用。,"數學系109BA選修,數學系109BB選修,數學系112D選修,數學系112MA選修,數學系112MB選修",,中,,,MATH,數學系,理學院,5,研究所,11210,,0,,,,,,,
11210MATH601000,論文研究,Thesis,0,,,指導教授,,29,限數學系碩二以上同學，Selectableaftersuccessfullycompletingfirstyear'scoursework,"數學系112MA必修,數學系112MB必修",,中,,,MATH,數學系,理學院,6,研究所,11210,,0,,,,,,,
11210MATH647600,函數體上的算術之專題,TopicsonArithmeticofFunctionFields,3,T3T4W3,綜三734,魏福村,,4,,"數學系112D選修,數學系112MA選修,數學系112MB選修",,中,,,MATH,數學系,理學院,6,研究所,11210,,0,,,,,,,
11210MATH654000,代數幾何專題,TopicsonAlgebraicGeometry,3,M6W3W4,綜三723,卓士堯,,3,,"數學系112D選修,數學系112MA選修,數學系112MB選修",,中,,,MATH,數學系,理學院,6,研究所,11210,,0,,,,,,,
11210MATH701000,論文研究,Thesis,0,,,指導教授,,9,限數學系博二以上同學，Selectableaftersuccessfullycompletingfirstyear'scoursework,數學系112D必修,,中,,,MATH,數學系,理學院,7,研究所,11210,,0,,,,,,,
11210MATH717200,學術演講,Disquisition,0,M7M8,綜三201,東聖甯,,29,博一及碩士班必修,"數學系112D必修,數學系112MA必修,數學系112MB必修",,中,,,MATH,數學系,理學院,7,研究所,11210,,0,,,,,,,
11210MBA500000,論文,Thesis,0,,,指導教授,,67,限MBA碩二以上同學修習,"MBA專班112P必修,MBA專班112PA必修",,中,,,MBA,經營管理碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MBA500201,創新與創業,InnovationandEntrepreneurship,3,S2S3S4,台積903,"張元杰,陳信宏",,46,此為M24必修課程,MBA專班112P必修,,中,,,MBA,經營管理碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MBA500202,創新與創業,InnovationandEntrepreneurship,3,S5S6S7,台積908,"張元杰,陳信宏",,41,此為M25必修課,MBA專班112P必修,,中,,,MBA,經營管理碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MBA500500,財務管理,FinancialManagement,3,S2S3S4,台積908,"林哲群,張焯然",,41,,MBA專班112P必修,,中,,,MBA,經營管理碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MBA501400,談判與策略銷售,NegotiationandStrategicSelling,2,MaMb,台積901,周文德,50,43,周日課程,"EMBA專班112P選修,MBA專班112P選修",,中,,,MBA,經營管理碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MBA502100,人力資源管理,HumanResourceManagement,2,SaSb,台積903,劉玉雯,0,51,,MBA專班112P必修,,中,,,MBA,經營管理碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MBA503000,企業社會責任,CorporateSocialResponsibility,2,S8S9,台積901,"謝英哲,黃正忠",55,54,,"EMBA專班112P選修,EMBA雙聯112P選修,健康經管專班112P選修,MBA專班112P選修,財金專班112P選修,公共政策與管理碩士專班112P選修",,中,,,MBA,經營管理碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MBA503700,研究方法,ResearchMethods,2,TaTb,台積901,"洪世章,余士迪",40,46,週日課程,"EMBA專班112P選修,MBA專班112P選修",,中,,,MBA,經營管理碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MBA503800,消費者行為,ConsumerBehavior,2,McTc,台積903,"王貞雅,歐怡君",40,25,,"健康經管專班112P選修,MBA專班112P選修,財金專班112P選修,公共政策與管理碩士專班112P選修",,中,,,MBA,經營管理碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MBA504100,數位經濟與法律,DigitalEconomyandLaw,2,WaWb,台積223,彭心儀,60,58,,"EMBA專班112P選修,EMBA雙聯112P選修,健康經管專班112P選修,MBA專班112P選修,財金專班112P選修,公共政策與管理碩士專班112P選修",,中,,,MBA,經營管理碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MBA505800,組織行為,OrganizationalBehavior,2,S5S6S7,台積903,劉玉雯,,47,,MBA專班112P必修,,中,,,MBA,經營管理碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MBA552100,人力資源管理,HumanResourceManagement,2,S3S4,金門中心,劉玉雯,30,23,MBA金門班(地點:金馬聯合服務中心),MBA專班112PA必修,,中,,,MBA,經營管理碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MBA552401,財務個案分析,CaseStudiesinBusinessandFinance,2,S7S8,金門中心,"余士迪,蔡子晧",30,23,MBA金門班(地點金馬聯合服務中心),MBA專班112PA選修,,中,,,MBA,經營管理碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MBA558900,服務科學,ServiceScience,2,FaFb,金門中心,王俊程,30,23,MBA金門班(地點金馬聯合服務中心),MBA專班112PA必修,,中,,,MBA,經營管理碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MBA559101,法律與社會,LawandSociety,2,S5S6,金門中心,林昀嫺,30,23,MBA金門班(地點金馬聯合服務中心),MBA專班112PA必修,,中,,,MBA,經營管理碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MCLC500200,華語文教材編寫與分析,StudiesinMaterialCompilationandAnalysis,3,T5T6T7,人Ｂ302A,吳貞慧,15,10,本課程為16週課程，開放全校修習。,"華語文碩士學位學程112M選修,華文所112M選修",,中,,,MCLC,華語文碩士學位學程 ,人文社會學院,5,研究所,11210,,0,,,,,,,
11210MFB500100,數據分析,Dataanalysis,3,T2T3T4,台積902,黃裕烈,,24,週日下午課程,財金專班112P必修,,中,,,MFB,財務金融碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MFB500200,公司理財,CorporateFinance,3,S2S3S4,台積430,蔡子晧,,24,週六上午、台積館430教室,財金專班112P必修,,中,,,MFB,財務金融碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MFB500300,金融創新,FinancialInnovation,3,S5S6S7,台積430,張焯然,,24,週六下午，台積館430教室,財金專班112P選修,,中,,,MFB,財務金融碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MFB501000,金融機構策略管理,StrategicManagementforFinancialInstitutions,3,M2M3M4,台積430,呂桔誠,,22,週六上午,財金專班112P選修,,中,,,MFB,財務金融碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MFB501200,金融行銷,MarketingofFinancialServices,3,MaMbMc,台積428,"丘宏昌,金聯舫",28,22,週日課程,財金專班112P選修,,中,,,MFB,財務金融碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MFB501500,機器學習與財務智能,Machinelearningandfinancialintelligence,3,T1T2T3,台積429,黃裕烈,,23,週六下午,財金專班112P選修,,中,,,MFB,財務金融碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
11210MFB501600,資產抵押融資,Asset-BasedFinance,3,TaTbTc,台積430,林哲群,,24,週日上午課程,財金專班112P選修,,中,,,MFB,財務金融碩士在職專班,科技管理學院,5,研究所,11210,,0,,,,,,,
